id,title,priority,status,type,lane,release,urgency_tier,readiness,hard_blockers,active_dependency_edges,acceptance_criteria_present,packet_available,description_short
polylogue-rxdo.7,"Annotation substrate: schema registry, annotation batches, JSONL import surface, typed value predicates",P2,open,task,05-analysis-provenance-citations,C-read-contract,T1-critical-path-correctness,blocked-hard,polylogue-37t.15;polylogue-rxdo.1,blocks:polylogue-37t.15;parent-child:polylogue-rxdo;blocks:polylogue-rxdo.1,True,True,The missing loop for external-agent analysis: export evidence pack -> agent labels rows under a declared schema -> import as candidate assertions -> query them back -> judge -> report. Storage is ~75% ready (assertions …
polylogue-svfj,Block content-hash citation anchors: blocks.content_hash + resolver with typed drift states,P2,open,task,05-analysis-provenance-citations,C-read-contract,T1-critical-path-correctness,implementation-ready-after-local-inspection,,,True,True,"THE anchor atom multiple programs stand on (webui cockpit citations, finding evidence refs rxdo.4, drift detection 37t.14, compaction loss anchors gjg.3, export citations). Today block identity is message_id:position — …"
polylogue-37t,Agent context/memory loop: declared claims -> judgment -> preamble -> reboot,P2,open,epic,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,epic-needs-child-closure,,relates-to:polylogue-cfk,True,True,"The judged-memory loop: agents declare structured claims, the operator judges them, active claims compile into context preambles, and sessions reboot into compact evidence packs. Substrate exists (assertions, compile_co…"
polylogue-37t.1,Assertions: consumer wiring + lifecycle tightening for unified overlays,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,True,"Assertion substrate is the live path; remaining work is consumer wiring + lifecycle (promotion, staleness, expiry). Unwired kinds exist: handoff, prompt_eval, highlight. GH issue thread (body + comments) is input, not a…"
polylogue-37t.12,Judgment queue: operator bulk review/accept/reject of candidate assertions,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t;relates-to:polylogue-37t.1;relates-to:polylogue-37t.2,True,True,
polylogue-37t.14,"Recursive-safety substrate: citation anchors, provenance edges, grounding verdicts (closed-loop/cycle/drift)",P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t;related:polylogue-svfj,True,True,THE load-bearing safety invariant for a self-ingesting archive (browser capture auto-ingests the operator R&D chats; distilled findings become assertions; assertions can inject into future context — the recovery-digest …
polylogue-37t.2,Inline annotation protocol: agent-authored structure in plain prose,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,True,"Agents write structured markers in prose; extraction at block enrichment turns them into candidate assertions with evidence refs. Author-declared notation, not heuristic mining — the construct-validity-safe way to get s…"
polylogue-37t.3,Reboot-with-refs: session self-compaction protocol,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t;relates-to:polylogue-37t.12,True,True,Agent reboots into a fresh session carrying all prose verbatim with every tool exchange collapsed to a one-line expandable ref — better than harness compaction because refs resolve via resolve_ref. Raw-log 06-29: refs o…
polylogue-37t.4,SessionStart preamble opt-in rollout (polylogue + sinnix repos),P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,blocked-hard,polylogue-37t.12,parent-child:polylogue-37t;blocks:polylogue-37t.12,True,True,"Wire compose_context_preamble into SessionStart hooks per-project via .claude/settings.json, polylogue + sinnix first (operator decision). Preamble presence is arm B of the uplift experiment; rollout and experiment rein…"
polylogue-37t.6,Session-aware devshell entry: surface what the last agent session left behind,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,True,"On cd/direnv entry, print what the last agent session in this cwd left: unresolved blackboard blocker/question notes, the last session's terminal state, resume candidates for this directory. All reads exist (blackboard_…"
polylogue-37t.7,Close the failure loop: verify postmortem -> next session's context seed,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,True,workspace failure-context produces an envelope (testmon graph + git history + fixtures for a failing test); the pytest supervisor produces a postmortem (.cache/verify/) — neither flows into the next agent session. Build…
polylogue-37t.8,Resume routing: map a session to the harness invocation that reopens it,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,True,"Genuinely-missing item: nothing owns 'reopen this session in its harness' — claude --resume <id> vs the codex equivalent, per origin; plus detecting an already-open interactive session (the kitty/hyprland control plane …"
polylogue-4c0,Beads-native work loop: session<->bead cross-links and archive-rendered work history,P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,blocked-hard,polylogue-7fj,blocks:polylogue-7fj;parent-child:polylogue-rii,True,True,"Beads and the archive already observe the same work from two sides but never join: a bead's history (claims, closes, reasons) names no sessions; a session's transcript contains bd commands the archive does not structura…"
polylogue-60i5,Durable-tier batch coordination: one user v4->v5 and one source v2->v3 migration window,P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,,True,True,"Cross-cutting operational constraint (the single biggest insight across the R&D specs): MANY pending designs each want a durable-tier bump — user v5: recursive-safety columns, content-variants tables, s7ae coordination …"
polylogue-90y,"In-page overlay: Polylogue presence on chat sites — archive state, context, assertion capture",P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,relates-to:polylogue-bby.11;parent-child:polylogue-jlme,True,True,"The extension currently only EXTRACTS; it could also PRESENT. A tasteful injected surface on chatgpt.com/claude.ai (shadow-DOM isolated, keyboard-summonable, per-site opt-in) turns every chat page into a Polylogue-aware…"
polylogue-9e5.24,Sink MCP analysis primitives into insights/ + api facade; delete surface-side math,P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9e5,True,True,
polylogue-9e5.4,Get->modify->put race audit across daemon/CLI/MCP writers,P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9e5,True,True,"Sweep multi-step read-then-write sequences on separate connections: blob leases, ingest_cursor updates, embedding_status transitions, fts_freshness_state. Three writer surfaces (daemon, CLI, MCP mutation role) share the…"
polylogue-cpf,"Land the six doctrines: time, writers, finding-provenance, degraded-modes, non-goals, injected-context trust",P2,open,epic,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,epic-needs-child-closure,,,True,True,"The six doctrine texts were written in full in the 2026-07-03 design session (session transcript is the source — Claude-Session trailer on this commit); they cover the cheap-to-write, expensive-to-lack gaps: time semant…"
polylogue-rii,Live substrate intake: agents write work-events; evidence materializes in-loop,P2,open,epic,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,epic-needs-child-closure,,,True,True,"Invert the relationship for live agents: work lands in Polylogue as it happens (push), and the agent reads context/evidence back in-loop. OPERATOR GATE: direction confirmed as worth phasing, full program needs explicit …"
polylogue-rii.1,Agent work-event write-leg -> session_events -> materialized read-models,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-rii,True,True,record_work_event/emit_decision write surface routed through the existing idempotent ingest seam (no parallel writer); flows into the run-projection read models. Today agents can only record_correction/blackboard_post/t…
polylogue-rii.2,Materialize hook events + OTLP spans into queryable evidence,P2,open,feature,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,blocked-hard,polylogue-rii.1,parent-child:polylogue-rii;blocks:polylogue-rii.1,False,True,"Hook events are captured as raw blobs but never materialized (~95% of hook-only signal invisible: tool annotations, pre-MCP output, permission decisions, cwd changes, subagent lifecycle); OTLP spans likewise. Both conve…"
polylogue-rsad,"MCP agent ergonomics: oversized responses, boilerplate affordances, metadata-only summaries",P2,open,bug,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,needs-acceptance-criteria,,,False,True,Field report from a Sinex-side agent doing design archaeology over the archive (2026-07-06). The MCP surface fought the agent at every step; each item below is a concrete reproducible friction: 1. Affordance boilerplate…
polylogue-t8t,"Agent workflow catalog: walk the seven core flows end-to-end, fix what breaks",P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-s7ae,True,True,"Affordances exist in pieces; nobody has walked the actual workflows end-to-end: (1) RESUME — arrive in repo, recover context, continue; (2) FORENSIC DEBUG — did a past session touch this; (3) PRIOR ART — has anything ex…"
polylogue-x4s,Express devloop state in Polylogue substrate (dogfood target),P2,open,task,06-agent-context-coordination,D-agent-context-coordination,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-rii,True,True,"Raw-log 2026-07-03: 'perhaps devloops themselves could be expressed in sinex and/or polylogue and/or beads?'. Beads now owns task state. The remaining half: focus transitions, handoffs, proof claims, and velocity notes …"
polylogue-1xc.12,FTS drift gauges + metamorphic coherence tests; rowid-reuse requires block_id check,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-1xc,True,True,FTS readiness is too boolean: operators need drift MAGNITUDE and tests need to prove trigger coherence under arbitrary block mutation. Keystone identity: messages_fts.rowid == blocks.rowid == docsize.id — and SQLite ROW…
polylogue-1xc.8,Schema rebuild-safety scenario,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-1xc,True,True,
polylogue-20d,Interactive performance: the front door answers in interactive time,P2,open,epic,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,epic-needs-child-closure,,,True,True,Cold CLI invocations pay ~2s of Python imports; some helps took 5-9s; find-then-select cold spikes; claim-vs-evidence regen 43s; ingest catch-up crawled at 0.2 files/s. WAL checkpoint + ANALYZE done (2026-07-03: index.d…
polylogue-20d.1,CLI->daemon fast path over UDS (persistent hot process),P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"Route CLI queries through the already-hot daemon when available: skips import cost, warm SQLite page cache, shared readiness state. Silent in-process fallback."
polylogue-20d.10,Runtime post-filter efficiency: memoize semantic facts; lower matchers onto the actions view,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"matches_action_sequence, matches_referenced_path, and category matching each call _actions_for(session) -> build_session_semantic_facts (runtime_matching.py:20-25) — full semantic-fact construction over a hydrated sessi…"
polylogue-20d.12,"Daemon result cache + post-ingest warming: precomputed answers, cursor-keyed invalidation",P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,blocked-hard,polylogue-20d.1,parent-child:polylogue-20d;blocks:polylogue-20d.1,True,True,The fast path (20d.1) makes the daemon reachable in milliseconds; this bead makes the daemon WORTH reaching: today every facets/status/aggregate request recomputes from SQLite (live evidence: /api/facets defers repos+ac…
polylogue-20d.13,Daemon push channel: SSE events for live UIs instead of polling,P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d;relates-to:polylogue-bby.11,True,True,"Everything live currently polls: the webui polls for facets/status, live tailing (bby.4) would poll, CLI watch modes would poll. The daemon already HAS the event stream internally (ingest events, convergence stage event…"
polylogue-20d.14,"Interactive SLO tier: named latency budgets, continuously measured, regression-gated",P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"'Snappy' needs numbers or it regresses silently. docs/plans/slo-catalog.yaml + devtools bench slo exist but there is no interactive tier: no stated budget for daemon-served query round trip, completion latency, webui fi…"
polylogue-20d.15,"Bulk ingest throughput + resource envelope: parallel parse, batched writes, bounded RSS/IO",P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,blocked-hard,polylogue-20d.14,parent-child:polylogue-20d;blocks:polylogue-20d.14;relates-to:polylogue-20d.6,True,True,"Live evidence 2026-07-03: the full index rebuild replayed 16,725 raw rows at 12-15 rows/s whole-run (5/s when it hit big sessions) — 20-40 minutes of archive downtime for an operation the fresh-first doctrine treats as …"
polylogue-20d.2,Defer heavy imports off the CLI startup path,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"~2s import tax per invocation; also the residual cold cost when the daemon path is absent. Candidates: surfaces/payloads (~2,915 lines of Pydantic model construction), api/archive. Measure first: python -X importtime -c…"
polylogue-20d.4,CLI structured-query routing parity with daemon (#1860): no FTS gate for non-FTS queries,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"The daemon discriminates structured-only queries from FTS queries (http.py ~:1789-1793); the CLI calls the search path unconditionally, so structured filters pay the FTS readiness gate. Port the discriminator at the sin…"
polylogue-20d.5,"Finish streaming reads: composed transcripts, messages --full writer, origin-filtered pagination SQL",P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,Residue of the streaming-export slice: lineage-composed transcript streaming falls back to the eager path; read --view messages --full --to file lacks a true writer/iterator renderer; material-origin-filtered pagination…
polylogue-20d.6,Live full-ingest catch-up latency + WAL shape,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"0.2 files/s full-ingest chunks; parse_s ~274s for 50 small files. Recent daemon backoff commits (no-op retry/catch-up chunks, filtered retry paths) address parts — re-measure before working. GH issue thread (body + comm…"
polylogue-6wnh,Bound thread refresh cost for large Codex appends,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-1xc,True,True,"Current 3wb closure evidence shows the old 260s append.index.graph_resolve rebuild tail is not active on recent daemon appends, but the worst current graph_resolve sample is still dominated by append.index.graph_resolve…"
polylogue-a7xr.1,Sweep remaining sqlite3 connection leaks: 'with sqlite3.connect()' commits but never closes,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-a7xr,True,True,
polylogue-a7xr.11,Prune protocols.py zero-consumer protocols + dead repo kwarg query surface + cursor mapping bug,P2,open,chore,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-a7xr,True,True,"VERIFIED 2026-07-06: 6 of 14 protocols in protocols.py have zero consumers anywhere (SessionReader, SearchStore, ArchiveMessageQueryStore, SemanticArchiveQueryStore, SessionSemanticStatsStore, SessionArchiveReadStore) —…"
polylogue-a7xr.2,Converger and repair disagree on session_profile staleness for NULL-sort-key sessions,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-a7xr,True,True,VERIFIED LIVE 2026-07-06 (divergence audit): daemon/convergence_stages.py:829-836 and storage/repair.py:566-584 encode DIFFERENT staleness predicates for the same derived rows. For sessions with sort_key_ms IS NULL the …
polylogue-a7xr.3,message_type_backfill reconstructs prose unordered and unfiltered; message-prose SQL exists 5x,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-a7xr;related:polylogue-b0b,True,True,"VERIFIED LIVE 2026-07-06: storage/message_type_backfill.py:54-64 claims (comment) to concatenate block text in position order, but its GROUP_CONCAT has no inner ORDER BY — SQLite GROUP_CONCAT is unordered, so the #839 c…"
polylogue-a7xr.5,FTS trigger DDL declared twice: archive_tiers/index.py vs fts_lifecycle repair copies,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-a7xr,True,True,"Same class as the closed fts_freshness_state double-declaration, three more objects: trigger DDL for messages_fts/session_work_events_fts/threads_fts lives in BOTH storage/sqlite/archive_tiers/index.py (:307-324, :729-7…"
polylogue-bby.8,"Web reader perceived performance: virtualized list, streamed search, optimistic navigation",P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-bby;relates-to:polylogue-bby.11,True,True,"Fluidity in the reader is perceived latency, not just server latency: the session list renders 16k+ rows into the DOM (scroll cost grows with archive size), search waits for full results before painting anything, clicki…"
polylogue-ma2,Add FK-supporting index for web_content_constructs message cleanup,P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-1xc,True,True,Live v24 rebuild evidence showed ChatGPT full-replace rows spending seconds in append.index.full_replace.delete_messages. Source review found web_content_constructs.message_id has an ON DELETE CASCADE FK to messages(mes…
polylogue-opc,Self-tracing: the daemon's own spans land in its own archive,P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"Polylogue has an OTLP receiver and stores spans — and instruments itself with none. Self-tracing closes the loop: daemon HTTP requests, converger stage executions, query compile+execute phases, ingest attempts, cache hi…"
polylogue-oxz,"Performance instrumentation doctrine: slow-query log, phase timings, logging discipline",P2,open,feature,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-20d,True,True,"Beyond spans, three instrumentation gaps and one doctrine gap: (a) no SLOW-QUERY LOG — SQLite statements over a threshold should be recorded with their text and, on demand, their EXPLAIN QUERY PLAN, or every perf regres…"
polylogue-peo,Daemon death leaves no trace: crash forensics + heartbeat sentinel + restart policy,P2,open,bug,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,parent-child:polylogue-8jg9,True,True,"During read-only serving (run --no-watch --no-source-catchup --no-browser-capture) the daemon terminated twice within minutes; the log simply stops mid-work (last lines: routine embed/insights progress), no traceback, n…"
polylogue-th0,"Interactive-surface test harness: pty flows, completions, fuzzy pickers",P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,,True,True,"The suite (248k lines) is strong on units/properties/snapshots and blind on exactly the surfaces the UX program is now building: nothing drives a real pty, so fzf select flows, the coming judge TUI (p5g), bare-invocatio…"
polylogue-yeq,"Advanced verification lanes: metamorphic DSL, daemon chaos, API-contract walks",P2,open,task,08-scale-performance-live,B/G-storage-live-performance,T1-critical-path-correctness,implementation-ready-after-local-inspection,,,True,True,"Beyond coverage-by-example, three method upgrades the suite lacks: (1) METAMORPHIC testing for the query engine — the DSL has algebraic laws (filter commutativity, pipeline-stage composition vs post-hoc filtering, unit-…"
polylogue-0k6,Embedding changed-text full-replace regression vs split embeddings.db metadata,P2,open,task,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-mhx,True,True,"Changed-text reindexing for the same message_id needs an explicit full-replace regression against split embeddings.db metadata (index-tier rows cleared, embeddings tier not)."
polylogue-0ns,Bound archive embedding work within large sessions,P2,open,task,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-mhx,True,True,"Why: while verifying live daemon convergence on 2026-07-04, a forced embedding debt drain could run longer than the outer daemon session window because _embed_archive_sessions_sync checks _DAEMON_EMBED_STOP_AFTER_SECOND…"
polylogue-37t.5,Local embedding lane via OpenAI-compatible provider (LiteLLM gateway),P2,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,blocked-hard,polylogue-mhx.1,parent-child:polylogue-37t;blocks:polylogue-mhx.1,False,True,"Voyage is the only embedding provider; a local lane makes semantic search $0 and the whole loop air-gapped — and pairs with the Hermes bridge program for a fully local, zero-cloud stack."
polylogue-mhx,"Embedding substrate: provider-general, honest lifecycle, retrieval that earns its cost",P2,open,epic,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,epic-needs-child-closure,,,True,True,"Current state: one hardcoded cloud provider (Voyage voyage-4, 1024-dim, constants in sqlite_vec_support.py), vec0 fixed-dimension tables, embedding targets limited to authored prose messages (v21 partial index), opt-in …"
polylogue-mhx.1,"Provider abstraction: one OpenAI-compatible embedding client, local and cloud, model registry in meta",P2,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-mhx,True,True,"Voyage is hardcoded (VOYAGE_API_URL/DEFAULT_MODEL/DEFAULT_DIMENSION constants). Generality is one abstraction away: an OpenAI-compatible /v1/embeddings client pointed at a configurable base_url covers OpenAI, Voyage (ha…"
polylogue-mhx.2,"Embedding target policy: what gets a vector, at what granularity, at what cost",P2,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-mhx,True,True,"Today exactly one class is embedded: authored prose messages (user/assistant, human/assistant-authored material origin, positive word count — the v21 partial index). That is the right floor but the wrong ceiling: sessio…"
polylogue-mhx.3,Retrieval quality eval lane: measure FTS vs vector vs hybrid before believing any of them,P2,open,task,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-mhx,True,True,"Every retrieval default (auto lane resolves lexical; hybrid RRF constants; --semantic promotion) was chosen by taste, not measurement. Before the substrate grows recall legs (context compilation) and storage optimizatio…"
polylogue-mhx.4,Semantic recall leg in context compilation: the memory actually retrieves,P2,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T2-foundation-before-feature-proof,blocked-hard,polylogue-mhx.2,parent-child:polylogue-mhx;blocks:polylogue-mhx.2,True,True,"compose_context_preamble and compile_context currently select by explicit refs, recency, and policy — there is no semantic leg, so a judged lesson about 'SQLite WAL contention' never surfaces when the new session starts…"
polylogue-1vpm,"Work-graph units: delegation, episode, artifact edges — the derived units between lineage and analysis",P2,open,epic,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,epic-needs-child-closure,,related:polylogue-9l5;related:polylogue-rxdo,True,True,"Three convergent derived units that make ""what work actually happened"" queryable, sitting ABOVE within-provider lineage (session_links stays the leaf truth) and BELOW analysis runs. (1) DELEGATION: provider-neutral rows…"
polylogue-1vpm.1,Delegation derived unit: materializer + query unit + delegation-card projection,P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-1vpm;related:polylogue-1vpm.3;related:polylogue-9l5;related:polylogue-s7ae;related:polylogue-xnkf,True,True,"First-class delegations rows in index.db (derived, recomputable, extractor-versioned): delegation identity prefers (parent_session_id, tool_use_block_id) — never prompt text (identical prompts are different delegations)…"
polylogue-1vpm.2,"Episode unit: tables, 4-signal scorer with false-merge floor, assertion-calibrated",P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-1vpm;related:polylogue-1vpm.3;related:polylogue-4ts;related:polylogue-mhx,True,True,episodes / episode_members / episode_edges in index.db. EDGES ARE THE UNIT OF EVIDENCE (member-only storage loses why A attached to B); episode = connected component over eligible edges only. member_set_hash = sha256 of…
polylogue-1vpm.4,Turn-pair unit with prompt-burst semantics (no double-claimed answers),P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-1vpm,True,True,"Per-turn latency/cost/correction-rate needs a prompt->answer relation, and the naive pairing law (each prompt -> MIN(next assistant)) is WRONG: two human messages before one answer both claim it. Corrected design: group…"
polylogue-3uw,Capture-completeness: the instrument's coverage error as a standing measure,P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,blocked-hard,polylogue-d1y,blocks:polylogue-d1y,True,True,"Convergence legibility answers 'how converged is what we ingested'; nothing answers 'how much of what EXISTS did we ingest'. Sessions known to have happened (hook SessionStart fired, harness wrote a file, extension saw …"
polylogue-9l5,Outcome-grounded analytics: the archive answers 'so what' questions,P2,open,epic,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,epic-needs-child-closure,,,True,True,"The archive answers 'so what' questions. Tower map (2026-07-03 design pass): LAYER 0 substrate (exists) — profiles, work events, phases, threads, cost rollups with five-axis accounting, structural pathologies, followup_…"
polylogue-9l5.1,Outcome-conditioned analytics: cost/duration/retries/tools by structural success,P2,open,feature,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9l5,True,True,"Group cost, duration, retry chains, and tool usage by structural outcome (exit_code/is_error terminal state), with per-origin coverage caveats. The includes High-Value backlog names this directly. Consumes the action ou…"
polylogue-9l5.13,activity_spans materializer: edit/test/build/idle/delegate intervals with evidence tiers,P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,blocked-hard,polylogue-9l5.19,parent-child:polylogue-9l5;blocks:polylogue-9l5.19;related:polylogue-9l5.6,True,True,"The missing bridge between raw structure and ""so what"": a derived queryable relation of time-bounded work spans composed OVER existing substrate (actions keystone fields, phases 5-min-gap intervals, weak work-event labe…"
polylogue-9l5.15,Triage frontier: worth_reviewing_score + TRIAGED lifecycle — an inbox that empties,P2,open,task,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9l5,True,True,"A context-free frontier over all ~16K logical sessions (inverts the cwd-coupled find_resume_candidates): time-invariant worth_reviewing_score materialized with a decomposable breakdown (unresolved blockers, open questio…"
polylogue-9l5.2,Cross-provider comparative analytics,P2,open,feature,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9l5,True,True,"The archive is the only place Claude/Codex/ChatGPT/Gemini work traces coexist normalized: same task-shape comparisons — failure rates, retry behavior, cost per completed session, tool-mix, session lengths — by origin/mo…"
polylogue-9l5.6,tool-episodes projection: call + result + outcome + context + next action,P2,open,feature,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-9l5,True,True,"Sidecar research (Sartre): affordance-usage and analyze tools stop at aggregate evidence. A first-class tool-episodes projection — tool call, paired result, outcome status, surrounding context, what the agent did next, …"
polylogue-9l5.7,Statistics substrate + measure registry: uncertainty primitives with construct-validity metadata,P2,open,feature,10-analytics-experiments,I-analytics-experiments,T2-foundation-before-feature-proof,blocked-hard,polylogue-9l5.19,parent-child:polylogue-9l5;blocks:polylogue-9l5.19,True,True,"The keystone of the analytics tower. Today every number the archive emits is a point estimate with no uncertainty, and construct validity is a discipline (footnotes written by hand in campaign reports) rather than a mec…"
